2011-03-09T08:38:01	242
2011-03-08T21:34:27	126
2011-03-08T19:30:37	94
2011-03-08T18:29:12	91
2011-03-08T16:55:07	100
2011-03-08T16:21:07	84
2011-03-08T16:20:21	57
2011-03-08T14:43:02	89
2011-03-08T12:22:34	100
2011-03-08T11:28:39	143
2011-03-08T08:34:59	289
2011-03-08T01:50:50	99
2011-03-08T01:22:06	67
2011-03-07T19:04:12	90
2011-03-07T17:21:34	143
2011-03-07T16:44:14	121
2011-03-07T14:45:46	144
2011-03-07T14:02:48	162
2011-03-07T12:09:40	186
2011-03-07T10:58:53	139
2011-03-07T09:35:36	80
2011-03-07T08:42:14	57
2011-03-06T19:51:17	158
2011-03-06T16:09:08	67
2011-03-06T13:20:09	107
2011-03-06T09:59:44	209
2011-03-05T20:44:07	127
2011-03-05T14:38:33	67
2011-03-05T10:10:42	267
2011-03-04T20:03:49	156
2011-03-04T18:47:15	86
2011-03-04T18:06:11	116
2011-03-04T16:40:34	87
2011-03-04T15:35:42	103
2011-03-04T14:35:09	93
2011-03-04T12:07:23	151
2011-03-04T08:46:43	231
2011-03-04T01:19:29	343
2011-03-03T21:13:53	185
2011-03-03T19:01:56	123
2011-03-03T17:59:14	100
2011-03-03T15:54:13	106
2011-03-03T14:57:04	88
2011-03-03T12:41:23	112
2011-03-03T11:06:20	94
2011-03-03T01:37:59	144
2011-03-02T22:09:33	159
2011-03-02T19:34:00	201
2011-03-02T18:03:01	255
2011-03-02T17:19:58	233
2011-03-02T14:25:49	210
2011-03-02T11:32:44	82
2011-03-02T02:42:12	92
2011-03-01T23:07:59	126
2011-03-01T22:16:51	160
2011-03-01T17:23:06	141
2011-03-01T16:14:12	127
2011-03-01T11:00:09	187
2011-02-28T18:54:01	121
2011-02-28T12:39:52	137
2011-02-28T09:00:36	80
2011-02-27T18:34:02	88
2011-02-27T10:33:09	95
2011-02-27T01:49:18	227
2011-02-26T22:21:53	59
2011-02-26T22:16:12	65
2011-02-26T18:12:08	61
2011-02-26T16:49:04	62
2011-02-26T13:40:58	275
2011-02-26T12:21:43	243
2011-02-26T09:39:55	83
2011-02-26T03:53:15	90
2011-02-25T20:45:13	156
2011-02-25T17:57:03	61
2011-02-25T16:43:02	61
2011-02-25T16:29:38	65
2011-02-25T11:46:11	208
2011-02-25T09:50:04	129
2011-02-24T21:59:21	89
2011-02-24T19:58:45	114
2011-02-24T18:00:35	269
2011-02-24T12:56:33	118
2011-02-24T12:19:07	118
2011-02-24T01:34:07	154
2011-02-23T17:10:51	64
2011-02-23T17:07:24	60
2011-02-23T16:53:46	57
2011-02-23T14:29:55	124
2011-02-23T12:44:35	89
2011-02-23T09:16:35	62
2011-02-23T05:29:36	93
2011-02-23T01:12:06	94
2011-02-22T22:34:48	113
2011-02-22T12:24:53	132
2011-02-22T09:39:58	140
2011-02-22T03:23:11	141
2011-02-21T22:24:26	230
2011-02-21T20:24:58	256
2011-02-21T17:55:34	168
2011-02-21T13:44:52	66
2011-02-21T13:07:39	68
2011-02-21T09:44:36	88
2011-02-21T04:51:57	275
2011-02-20T23:43:26	205
2011-02-20T22:00:07	109
2011-02-20T21:14:12	76
2011-02-20T18:09:47	115
2011-02-20T15:10:17	86
2011-02-20T14:07:27	129
2011-02-20T12:23:13	184
